author,sentence
Leo Tolstoy,"In burned and devastated Moscow Pierre experienced almost the extreme limits of privation a man can endure; but thanks to his physical strength and health, of which he had till then been unconscious, and thanks especially to the fact that the privations came so gradually that it was impossible to say when they began, he endured his position not only lightly but joyfully. And just at this time he obtained the tranquillity and ease of mind he had formerly striven in vain to reach. He had long sought in different ways that tranquillity of mind, that inner harmony which had so impressed him in the soldiers at the battle of Borodinó. He had sought it in philanthropy, in Freemasonry, in the dissipations of town life, in wine, in heroic feats of self-sacrifice, and in romantic love for Natásha; he had sought it by reasoning—and all these quests and experiments had failed him. And now without thinking about it he had found that peace and inner harmony only through the horror of death, through privation, and through what he recognized in Karatáev."
Leo Tolstoy,"Those dreadful moments he had lived through at the executions had as it were forever washed away from his imagination and memory the agitating thoughts and feelings that had formerly seemed so important. It did not now occur to him to think of Russia, or the war, or politics, or Napoleon. It was plain to him that all these things were no business of his, and that he was not called on to judge concerning them and therefore could not do so. “Russia and summer weather are not bound together,” he thought, repeating words of Karatáev’s which he found strangely consoling. His intention of killing Napoleon and his calculations of the cabalistic number of the beast of the Apocalypse now seemed to him meaningless and even ridiculous. His anger with his wife and anxiety that his name should not be smirched now seemed not merely trivial but even amusing. What concern was it of his that somewhere or other that woman was leading the life she preferred? What did it matter to anybody, and especially to him, whether or not they found out that their prisoner’s name was Count Bezúkhov?"
Leo Tolstoy,"When on the first day he got up early, went out of the shed at dawn, and saw the cupolas and crosses of the New Convent of the Virgin still dark at first, the hoarfrost on the dusty grass, the Sparrow Hills, and the wooded banks above the winding river vanishing in the purple distance, when he felt the contact of the fresh air and heard the noise of the crows flying from Moscow across the field, and when afterwards light gleamed from the east and the sun’s rim appeared solemnly from behind a cloud, and the cupolas and crosses, the hoarfrost, the distance and the river, all began to sparkle in the glad light—Pierre felt a new joy and strength in life such as he had never before known. And this not only stayed with him during the whole of his imprisonment, but even grew in strength as the hardships of his position increased."
Leo Tolstoy,"That feeling of alertness and of readiness for anything was still further strengthened in him by the high opinion his fellow prisoners formed of him soon after his arrival at the shed. With his knowledge of languages, the respect shown him by the French, his simplicity, his readiness to give anything asked of him (he received the allowance of three rubles a week made to officers); with his strength, which he showed to the soldiers by pressing nails into the walls of the hut; his gentleness to his companions, and his capacity for sitting still and thinking without doing anything (which seemed to them incomprehensible), he appeared to them a rather mysterious and superior being. The very qualities that had been a hindrance, if not actually harmful, to him in the world he had lived in—his strength, his disdain for the comforts of life, his absent-mindedness and simplicity—here among these people gave him almost the status of a hero. And Pierre felt that their opinion placed responsibilities upon him."
Leo Tolstoy,"The officers, who had come from the other sheds, were all strangers to Pierre and much better dressed than he. They looked at him and at his shoes mistrustfully, as at an alien. Not far from him walked a fat major with a sallow, bloated, angry face, who was wearing a Kazán dressing gown tied round with a towel, and who evidently enjoyed the respect of his fellow prisoners. He kept one hand, in which he clasped his tobacco pouch, inside the bosom of his dressing gown and held the stem of his pipe firmly with the other. Panting and puffing, the major grumbled and growled at everybody because he thought he was being pushed and that they were all hurrying when they had nowhere to hurry to and were all surprised at something when there was nothing to be surprised at. Another, a thin little officer, was speaking to everyone, conjecturing where they were now being taken and how far they would get that day. An official in felt boots and wearing a commissariat uniform ran round from side to side and gazed at the ruins of Moscow, loudly announcing his observations as to what had been burned down and what this or that part of the city was that they could see. A third officer, who by his accent was a Pole, disputed with the commissariat officer, arguing that he was mistaken in his identification of the different wards of Moscow."
Leo Tolstoy,"This spite increased still more when, on calling over the roll of prisoners, it was found that in the bustle of leaving Moscow one Russian soldier, who had pretended to suffer from colic, had escaped. Pierre saw a Frenchman beat a Russian soldier cruelly for straying too far from the road, and heard his friend the captain reprimand and threaten to court-martial a noncommissioned officer on account of the escape of the Russian. To the noncommissioned officer’s excuse that the prisoner was ill and could not walk, the officer replied that the order was to shoot those who lagged behind. Pierre felt that that fatal force which had crushed him during the executions, but which he had not felt during his imprisonment, now again controlled his existence. It was terrible, but he felt that in proportion to the efforts of that fatal force to crush him, there grew and strengthened in his soul a power of life independent of it."
Leo Tolstoy,"On the evening of October 11 Seslávin came to the Aristóvo headquarters with a French guardsman he had captured. The prisoner said that the troops that had entered Formínsk that day were the vanguard of the whole army, that Napoleon was there and the whole army had left Moscow four days previously. That same evening a house serf who had come from Bórovsk said he had seen an immense army entering the town. Some Cossacks of Dokhtúrov’s detachment reported having sighted the French Guards marching along the road to Bórovsk. From all these reports it was evident that where they had expected to meet a single division there was now the whole French army marching from Moscow in an unexpected direction—along the Kalúga road. Dokhtúrov was unwilling to undertake any action, as it was not clear to him now what he ought to do. He had been ordered to attack Formínsk. But only Broussier had been there at that time and now the whole French army was there. Ermólov wished to act on his own judgment, but Dokhtúrov insisted that he must have Kutúzov’s instructions. So it was decided to send a dispatch to the staff."
Leo Tolstoy,"Strange as may be the historical account of how some king or emperor, having quarreled with another, collects an army, fights his enemy’s army, gains a victory by killing three, five, or ten thousand men, and subjugates a kingdom and an entire nation of several millions, all the facts of history (as far as we know it) confirm the truth of the statement that the greater or lesser success of one army against another is the cause, or at least an essential indication, of an increase or decrease in the strength of the nation—even though it is unintelligible why the defeat of an army—a hundredth part of a nation—should oblige that whole nation to submit. An army gains a victory, and at once the rights of the conquering nation have increased to the detriment of the defeated. An army has suffered defeat, and at once a people loses its rights in proportion to the severity of the reverse, and if its army suffers a complete defeat the nation is quite subjugated."
Leo Tolstoy,"Napoleon felt this, and from the time he took up the correct fencing attitude in Moscow and instead of his opponent’s rapier saw a cudgel raised above his head, he did not cease to complain to Kutúzov and to the Emperor Alexander that the war was being carried on contrary to all the rules—as if there were any rules for killing people. In spite of the complaints of the French as to the nonobservance of the rules, in spite of the fact that to some highly placed Russians it seemed rather disgraceful to fight with a cudgel and they wanted to assume a pose en quarte or en tierce according to all the rules, and to make an adroit thrust en prime, and so on—the cudgel of the people’s war was lifted with all its menacing and majestic strength, and without consulting anyone’s tastes or rules and regardless of anything else, it rose and fell with stupid simplicity, but consistently, and belabored the French till the whole invasion had perished."
Leo Tolstoy,"The partisan warfare flamed up most fiercely in the latter days of October. Its first period had passed: when the partisans themselves, amazed at their own boldness, feared every minute to be surrounded and captured by the French, and hid in the forests without unsaddling, hardly daring to dismount and always expecting to be pursued. By the end of October this kind of warfare had taken definite shape: it had become clear to all what could be ventured against the French and what could not. Now only the commanders of detachments with staffs, and moving according to rules at a distance from the French, still regarded many things as impossible. The small bands that had started their activities long before and had already observed the French closely considered things possible which the commanders of the big detachments did not dare to contemplate. The Cossacks and peasants who crept in among the French now considered everything possible."
Leo Tolstoy,"Having arranged matters thus, Denísov and Dólokhov intended, without reporting matters to the higher command, to attack and seize that convoy with their own small forces. On October 22 it was moving from the village of Mikúlino to that of Shámshevo. To the left of the road between Mikúlino and Shámshevo there were large forests, extending in some places up to the road itself though in others a mile or more back from it. Through these forests Denísov and his party rode all day, sometimes keeping well back in them and sometimes coming to the very edge, but never losing sight of the moving French. That morning, Cossacks of Denísov’s party had seized and carried off into the forest two wagons loaded with cavalry saddles, which had stuck in the mud not far from Mikúlino where the forest ran close to the road. Since then, and until evening, the party had watched the movements of the French without attacking. It was necessary to let the French reach Shámshevo quietly without alarming them and then, after joining Dólokhov who was to come that evening to a consultation at a watchman’s hut in the forest less than a mile from Shámshevo, to surprise the French at dawn, falling like an avalanche on their heads from two sides, and rout and capture them all at one blow."
Leo Tolstoy,"Behind them along the narrow, sodden, cut up forest road came hussars in threes and fours, and then Cossacks: some in felt cloaks, some in French greatcoats, and some with horsecloths over their heads. The horses, being drenched by the rain, all looked black whether chestnut or bay. Their necks, with their wet, close-clinging manes, looked strangely thin. Steam rose from them. Clothes, saddles, reins, were all wet, slippery, and sodden, like the ground and the fallen leaves that strewed the road. The men sat huddled up trying not to stir, so as to warm the water that had trickled to their bodies and not admit the fresh cold water that was leaking in under their seats, their knees, and at the back of their necks. In the midst of the outspread line of Cossacks two wagons, drawn by French horses and by saddled Cossack horses that had been hitched on in front, rumbled over the tree stumps and branches and splashed through the water that lay in the ruts."
Leo Tolstoy,"Tíkhon Shcherbáty was one of the most indispensable men in their band. He was a peasant from Pokróvsk, near the river Gzhat. When Denísov had come to Pokróvsk at the beginning of his operations and had as usual summoned the village elder and asked him what he knew about the French, the elder, as though shielding himself, had replied, as all village elders did, that he had neither seen nor heard anything of them. But when Denísov explained that his purpose was to kill the French, and asked if no French had strayed that way, the elder replied that some “more-orderers” had really been at their village, but that Tíkhon Shcherbáty was the only man who dealt with such matters. Denísov had Tíkhon called and, having praised him for his activity, said a few words in the elder’s presence about loyalty to the Tsar and the country and the hatred of the French that all sons of the fatherland should cherish."
Leo Tolstoy,"When on the twenty-first of October his general expressed a wish to send somebody to Denísov’s detachment, Pétya begged so piteously to be sent that the general could not refuse. But when dispatching him he recalled Pétya’s mad action at the battle of Vyázma, where instead of riding by the road to the place to which he had been sent, he had galloped to the advanced line under the fire of the French and had there twice fired his pistol. So now the general explicitly forbade his taking part in any action whatever of Denísov’s. That was why Pétya had blushed and grown confused when Denísov asked him whether he could stay. Before they had ridden to the outskirts of the forest Pétya had considered he must carry out his instructions strictly and return at once. But when he saw the French and saw Tíkhon and learned that there would certainly be an attack that night, he decided, with the rapidity with which young people change their views, that the general, whom he had greatly respected till then, was a rubbishy German, that Denísov was a hero, the esaul a hero, and Tíkhon a hero too, and that it would be shameful for him to leave them at a moment of difficulty."
Leo Tolstoy,"“Ozheg-zheg, Ozheg-zheg...” hissed the saber against the whetstone, and suddenly Pétya heard an harmonious orchestra playing some unknown, sweetly solemn hymn. Pétya was as musical as Natásha and more so than Nicholas, but had never learned music or thought about it, and so the melody that unexpectedly came to his mind seemed to him particularly fresh and attractive. The music became more and more audible. The melody grew and passed from one instrument to another. And what was played was a fugue—though Pétya had not the least conception of what a fugue is. Each instrument—now resembling a violin and now a horn, but better and clearer than violin or horn—played its own part, and before it had finished the melody merged with another instrument that began almost the same air, and then with a third and a fourth; and they all blended into one and again became separate and again blended, now into solemn church music, now into something dazzlingly brilliant and triumphant."
Leo Tolstoy,"He could hear shooting ahead of him. Cossacks, hussars, and ragged Russian prisoners, who had come running from both sides of the road, were shouting something loudly and incoherently. A gallant-looking Frenchman, in a blue overcoat, capless, and with a frowning red face, had been defending himself against the hussars. When Pétya galloped up the Frenchman had already fallen. “Too late again!” flashed through Pétya’s mind and he galloped on to the place from which the rapid firing could be heard. The shots came from the yard of the landowner’s house he had visited the night before with Dólokhov. The French were making a stand there behind a wattle fence in a garden thickly overgrown with bushes and were firing at the Cossacks who crowded at the gateway. Through the smoke, as he approached the gate, Pétya saw Dólokhov, whose face was of a pale-greenish tint, shouting to his men. “Go round! Wait for the infantry!” he exclaimed as Pétya rode up to him."
Leo Tolstoy,"Suddenly and simultaneously a crowd of memories awoke in his fancy—of the look Platón had given him as he sat under the tree, of the shot heard from that spot, of the dog’s howl, of the guilty faces of the two Frenchmen as they ran past him, of the lowered and smoking gun, and of Karatáev’s absence at this halt—and he was on the point of realizing that Karatáev had been killed, but just at that instant, he knew not why, the recollection came to his mind of a summer evening he had spent with a beautiful Polish lady on the veranda of his house in Kiev. And without linking up the events of the day or drawing a conclusion from them, Pierre closed his eyes, seeing a vision of the country in summertime mingled with memories of bathing and of the liquid, vibrating globe, and he sank into water so that it closed over his head."
Leo Tolstoy,"From Moscow to Vyázma the French army of seventy-three thousand men not reckoning the Guards (who did nothing during the whole war but pillage) was reduced to thirty-six thousand, though not more than five thousand had fallen in battle. From this beginning the succeeding terms of the progression could be determined mathematically. The French army melted away and perished at the same rate from Moscow to Vyázma, from Vyázma to Smolénsk, from Smolénsk to the Berëzina, and from the Berëzina to Vílna—independently of the greater or lesser intensity of the cold, the pursuit, the barring of the way, or any other particular conditions. Beyond Vyázma the French army instead of moving in three columns huddled together into one mass, and so went on to the end. Berthier wrote to his Emperor (we know how far commanding officers allow themselves to diverge from the truth in describing the condition of an army) and this is what he said:"
Leo Tolstoy,"I deem it my duty to report to Your Majesty the condition of the various corps I have had occasion to observe during different stages of the last two or three days’ march. They are almost disbanded. Scarcely a quarter of the soldiers remain with the standards of their regiments, the others go off by themselves in different directions hoping to find food and escape discipline. In general they regard Smolénsk as the place where they hope to recover. During the last few days many of the men have been seen to throw away their cartridges and their arms. In such a state of affairs, whatever your ultimate plans may be, the interest of Your Majesty’s service demands that the army should be rallied at Smolénsk and should first of all be freed from ineffectives, such as dismounted cavalry, unnecessary baggage, and artillery material that is no longer in proportion to the present forces. The soldiers, who are worn out with hunger and fatigue, need these supplies as well as a few days’ rest. Many have died these last days on the road or at the bivouacs. This state of things is continually becoming worse and makes one fear that unless a prompt remedy is applied the troops will no longer be under control in case of an engagement."
Leo Tolstoy,"Expecting the enemy from behind and not in front, the French separated in their flight and spread out over a distance of twenty-four hours. In front of them all fled the Emperor, then the kings, then the dukes. The Russian army, expecting Napoleon to take the road to the right beyond the Dnieper—which was the only reasonable thing for him to do—themselves turned to the right and came out onto the highroad at Krásnoe. And here as in a game of blindman’s buff the French ran into our vanguard. Seeing their enemy unexpectedly the French fell into confusion and stopped short from the sudden fright, but then they resumed their flight, abandoning their comrades who were farther behind. Then for three days separate portions of the French army—first Murat’s (the vice-king’s), then Davout’s, and then Ney’s—ran, as it were, the gauntlet of the Russian army. They abandoned one another, abandoned all their heavy baggage, their artillery, and half their men, and fled, getting past the Russians by night by making semicircles to the right."
Leo Tolstoy,"And it is of this period of the campaign—when the army lacked boots and sheepskin coats, was short of provisions and without vodka, and was camping out at night for months in the snow with fifteen degrees of frost, when there were only seven or eight hours of daylight and the rest was night in which the influence of discipline cannot be maintained, when men were taken into that region of death where discipline fails, not for a few hours only as in a battle, but for months, where they were every moment fighting death from hunger and cold, when half the army perished in a single month—it is of this period of the campaign that the historians tell us how Milorádovich should have made a flank march to such and such a place, Tormásov to another place, and Chichagóv should have crossed (more than knee-deep in snow) to somewhere else, and how so-and-so “routed” and “cut off” the French and so on and so on."
Leo Tolstoy,"But pure and complete sorrow is as impossible as pure and complete joy. Princess Mary, in her position as absolute and independent arbiter of her own fate and guardian and instructor of her nephew, was the first to be called back to life from that realm of sorrow in which she had dwelt for the first fortnight. She received letters from her relations to which she had to reply; the room in which little Nicholas had been put was damp and he began to cough; Alpátych came to Yaroslávl with reports on the state of their affairs and with advice and suggestions that they should return to Moscow to the house on the Vozdvízhenka Street, which had remained uninjured and needed only slight repairs. Life did not stand still and it was necessary to live. Hard as it was for Princess Mary to emerge from the realm of secluded contemplation in which she had lived till then, and sorry and almost ashamed as she felt to leave Natásha alone, yet the cares of life demanded her attention and she involuntarily yielded to them. She went through the accounts with Alpátych, conferred with Dessalles about her nephew, and gave orders and made preparations for the journey to Moscow."
Leo Tolstoy,"Sometimes they were silent for hours; sometimes after they were already in bed they would begin talking and go on till morning. They spoke most of what was long past. Princess Mary spoke of her childhood, of her mother, her father, and her daydreams; and Natásha, who with a passive lack of understanding had formerly turned away from that life of devotion, submission, and the poetry of Christian self-sacrifice, now feeling herself bound to Princess Mary by affection, learned to love her past too and to understand a side of life previously incomprehensible to her. She did not think of applying submission and self-abnegation to her own life, for she was accustomed to seek other joys, but she understood and loved in another those previously incomprehensible virtues. For Princess Mary, listening to Natásha’s tales of childhood and early youth, there also opened out a new and hitherto uncomprehended side of life: belief in life and its enjoyment."
Leo Tolstoy,"Kutúzov never talked of “forty centuries looking down from the Pyramids,” of the sacrifices he offered for the fatherland, or of what he intended to accomplish or had accomplished; in general he said nothing about himself, adopted no pose, always appeared to be the simplest and most ordinary of men, and said the simplest and most ordinary things. He wrote letters to his daughters and to Madame de Staël, read novels, liked the society of pretty women, jested with generals, officers, and soldiers, and never contradicted those who tried to prove anything to him. When Count Rostopchín at the Yaúza bridge galloped up to Kutúzov with personal reproaches for having caused the destruction of Moscow, and said: “How was it you promised not to abandon Moscow without a battle?” Kutúzov replied: “And I shall not abandon Moscow without a battle,” though Moscow was then already abandoned. When Arakchéev, coming to him from the Emperor, said that Ermólov ought to be appointed chief of the artillery, Kutúzov replied: “Yes, I was just saying so myself,” though a moment before he had said quite the contrary. What did it matter to him—who then alone amid a senseless crowd understood the whole tremendous significance of what was happening—what did it matter to him whether Rostopchín attributed the calamities of Moscow to him or to himself? Still less could it matter to him who was appointed chief of the artillery."
Leo Tolstoy,"But that man, so heedless of his words, did not once during the whole time of his activity utter one word inconsistent with the single aim toward which he moved throughout the whole war. Obviously in spite of himself, in very diverse circumstances, he repeatedly expressed his real thoughts with the bitter conviction that he would not be understood. Beginning with the battle of Borodinó, from which time his disagreement with those about him began, he alone said that the battle of Borodinó was a victory, and repeated this both verbally and in his dispatches and reports up to the time of his death. He alone said that the loss of Moscow is not the loss of Russia. In reply to Lauriston’s proposal of peace, he said: There can be no peace, for such is the people’s will. He alone during the retreat of the French said that all our maneuvers are useless, everything is being accomplished of itself better than we could desire; that the enemy must be offered “a golden bridge”; that neither the Tarútino, the Vyázma, nor the Krásnoe battles were necessary; that we must keep some force to reach the frontier with, and that he would not sacrifice a single Russian for ten Frenchmen."
Leo Tolstoy,"The day was clear and frosty. Kutúzov rode to Dóbroe on his plump little white horse, followed by an enormous suite of discontented generals who whispered among themselves behind his back. All along the road groups of French prisoners captured that day (there were seven thousand of them) were crowding to warm themselves at campfires. Near Dóbroe an immense crowd of tattered prisoners, buzzing with talk and wrapped and bandaged in anything they had been able to get hold of, were standing in the road beside a long row of unharnessed French guns. At the approach of the commander in chief the buzz of talk ceased and all eyes were fixed on Kutúzov who, wearing a white cap with a red band and a padded overcoat that bulged on his round shoulders, moved slowly along the road on his white horse. One of the generals was reporting to him where the guns and prisoners had been captured."
Leo Tolstoy,"When Morel had drunk some vodka and finished his bowl of porridge he suddenly became unnaturally merry and chattered incessantly to the soldiers, who could not understand him. Ramballe refused food and resting his head on his elbow lay silent beside the campfire, looking at the Russian soldiers with red and vacant eyes. Occasionally he emitted a long-drawn groan and then again became silent. Morel, pointing to his shoulders, tried to impress on the soldiers the fact that Ramballe was an officer and ought to be warmed. A Russian officer who had come up to the fire sent to ask his colonel whether he would not take a French officer into his hut to warm him, and when the messenger returned and said that the colonel wished the officer to be brought to him, Ramballe was told to go. He rose and tried to walk, but staggered and would have fallen had not a soldier standing by held him up."
Leo Tolstoy,"The French army melted away at the uniform rate of a mathematical progression; and that crossing of the Berëzina about which so much has been written was only one intermediate stage in its destruction, and not at all the decisive episode of the campaign. If so much has been and still is written about the Berëzina, on the French side this is only because at the broken bridge across that river the calamities their army had been previously enduring were suddenly concentrated at one moment into a tragic spectacle that remained in every memory, and on the Russian side merely because in Petersburg—far from the seat of war—a plan (again one of Pfuel’s) had been devised to catch Napoleon in a strategic trap at the Berëzina River. Everyone assured himself that all would happen according to plan, and therefore insisted that it was just the crossing of the Berëzina that destroyed the French army. In reality the results of the crossing were much less disastrous to the French—in guns and men lost—than Krásnoe had been, as the figures show."
Leo Tolstoy,"That impulse was reasonable. The condition of fugitives and of pursuers was equally bad. As long as they remained with their own people each might hope for help from his fellows and the definite place he held among them. But those who surrendered, while remaining in the same pitiful plight, would be on a lower level to claim a share in the necessities of life. The French did not need to be informed of the fact that half the prisoners—with whom the Russians did not know what to do—perished of cold and hunger despite their captors’ desire to save them; they felt that it could not be otherwise. The most compassionate Russian commanders, those favorable to the French—and even the Frenchmen in the Russian service—could do nothing for the prisoners. The French perished from the conditions to which the Russian army was itself exposed. It was impossible to take bread and clothes from our hungry and indispensable soldiers to give to the French who, though not harmful, or hated, or guilty, were simply unnecessary. Some Russians even did that, but they were exceptions."
Leo Tolstoy,"Chichagóv, one of the most zealous “cutters-off” and “breakers-up,” who had first wanted to effect a diversion in Greece and then in Warsaw but never wished to go where he was sent: Chichagóv, noted for the boldness with which he spoke to the Emperor, and who considered Kutúzov to be under an obligation to him because when he was sent to make peace with Turkey in 1811 independently of Kutúzov, and found that peace had already been concluded, he admitted to the Emperor that the merit of securing that peace was really Kutúzov’s; this Chichagóv was the first to meet Kutúzov at the castle where the latter was to stay. In undress naval uniform, with a dirk, and holding his cap under his arm, he handed Kutúzov a garrison report and the keys of the town. The contemptuously respectful attitude of the younger men to the old man in his dotage was expressed in the highest degree by the behavior of Chichagóv, who knew of the accusations that were being directed against Kutúzov."
Leo Tolstoy,"He could not see an aim, for he now had faith—not faith in any kind of rule, or words, or ideas, but faith in an ever-living, ever-manifest God. Formerly he had sought Him in aims he set himself. That search for an aim had been simply a search for God, and suddenly in his captivity he had learned not by words or reasoning but by direct feeling what his nurse had told him long ago: that God is here and everywhere. In his captivity he had learned that in Karatáev God was greater, more infinite and unfathomable than in the Architect of the Universe recognized by the Freemasons. He felt like a man who after straining his eyes to see into the far distance finds what he sought at his very feet. All his life he had looked over the heads of the men around him, when he should have merely looked in front of him without straining his eyes."
Leo Tolstoy,"In the past he had never been able to find that great inscrutable infinite something. He had only felt that it must exist somewhere and had looked for it. In everything near and comprehensible he had seen only what was limited, petty, commonplace, and senseless. He had equipped himself with a mental telescope and looked into remote space, where petty worldliness hiding itself in misty distance had seemed to him great and infinite merely because it was not clearly seen. And such had European life, politics, Freemasonry, philosophy, and philanthropy seemed to him. But even then, at moments of weakness as he had accounted them, his mind had penetrated to those distances and he had there seen the same pettiness, worldliness, and senselessness. Now, however, he had learned to see the great, eternal, and infinite in everything, and therefore—to see it and enjoy its contemplation—he naturally threw away the telescope through which he had till now gazed over men’s heads, and gladly regarded the ever-changing, eternally great, unfathomable, and infinite life around him. And the closer he looked the more tranquil and happy he became. That dreadful question, “What for?” which had formerly destroyed all his mental edifices, no longer existed for him. To that question, “What for?” a simple answer was now always ready in his soul: “Because there is a God, that God without whose will not one hair falls from a man’s head.”"
Leo Tolstoy,"In external ways Pierre had hardly changed at all. In appearance he was just what he used to be. As before he was absent-minded and seemed occupied not with what was before his eyes but with something special of his own. The difference between his former and present self was that formerly when he did not grasp what lay before him or was said to him, he had puckered his forehead painfully as if vainly seeking to distinguish something at a distance. At present he still forgot what was said to him and still did not see what was before his eyes, but he now looked with a scarcely perceptible and seemingly ironic smile at what was before him and listened to what was said, though evidently seeing and hearing something quite different. Formerly he had appeared to be a kindhearted but unhappy man, and so people had been inclined to avoid him. Now a smile at the joy of life always played round his lips, and sympathy for others shone in his eyes with a questioning look as to whether they were as contented as he was, and people felt pleased by his presence."
Leo Tolstoy,"The princess, who had never liked Pierre and had been particularly hostile to him since she had felt herself under obligations to him after the old count’s death, now after staying a short time in Orël—where she had come intending to show Pierre that in spite of his ingratitude she considered it her duty to nurse him—felt to her surprise and vexation that she had become fond of him. Pierre did not in any way seek her approval, he merely studied her with interest. Formerly she had felt that he regarded her with indifference and irony, and so had shrunk into herself as she did with others and had shown him only the combative side of her nature; but now he seemed to be trying to understand the most intimate places of her heart, and, mistrustfully at first but afterwards gratefully, she let him see the hidden, kindly sides of her character."
Leo Tolstoy,"He was as indifferent as heretofore to money matters, but now he felt certain of what ought and what ought not to be done. The first time he had recourse to his new judge was when a French prisoner, a colonel, came to him and, after talking a great deal about his exploits, concluded by making what amounted to a demand that Pierre should give him four thousand francs to send to his wife and children. Pierre refused without the least difficulty or effort, and was afterwards surprised how simple and easy had been what used to appear so insurmountably difficult. At the same time that he refused the colonel’s demand he made up his mind that he must have recourse to artifice when leaving Orël, to induce the Italian officer to accept some money of which he was evidently in need. A further proof to Pierre of his own more settled outlook on practical matters was furnished by his decision with regard to his wife’s debts and to the rebuilding of his houses in and near Moscow."
Leo Tolstoy,"During the whole time of his convalescence in Orël Pierre had experienced a feeling of joy, freedom, and life; but when during his journey he found himself in the open world and saw hundreds of new faces, that feeling was intensified. Throughout his journey he felt like a schoolboy on holiday. Everyone—the stagecoach driver, the post-house overseers, the peasants on the roads and in the villages—had a new significance for him. The presence and remarks of Willarski who continually deplored the ignorance and poverty of Russia and its backwardness compared with Europe only heightened Pierre’s pleasure. Where Willarski saw deadness Pierre saw an extraordinary strength and vitality—the strength which in that vast space amid the snows maintained the life of this original, peculiar, and unique people. He did not contradict Willarski and even seemed to agree with him—an apparent agreement being the simplest way to avoid discussions that could lead to nothing—and he smiled joyfully as he listened to him."
Leo Tolstoy,"It would be difficult to explain why and whither ants whose heap has been destroyed are hurrying: some from the heap dragging bits of rubbish, larvae, and corpses, others back to the heap, or why they jostle, overtake one another, and fight, and it would be equally difficult to explain what caused the Russians after the departure of the French to throng to the place that had formerly been Moscow. But when we watch the ants round their ruined heap, the tenacity, energy, and immense number of the delving insects prove that despite the destruction of the heap, something indestructible, which though intangible is the real strength of the colony, still exists; and similarly, though in Moscow in the month of October there was no government and no churches, shrines, riches, or houses—it was still the Moscow it had been in August. All was destroyed, except something intangible yet powerful and indestructible."
Leo Tolstoy,"Within a week the peasants who came with empty carts to carry off plunder were stopped by the authorities and made to cart the corpses out of the town. Other peasants, having heard of their comrades’ discomfiture, came to town bringing rye, oats, and hay, and beat down one another’s prices to below what they had been in former days. Gangs of carpenters hoping for high pay arrived in Moscow every day, and on all sides logs were being hewn, new houses built, and old, charred ones repaired. Tradesmen began trading in booths. Cookshops and taverns were opened in partially burned houses. The clergy resumed the services in many churches that had not been burned. Donors contributed Church property that had been stolen. Government clerks set up their baize-covered tables and their pigeonholes of documents in small rooms. The higher authorities and the police organized the distribution of goods left behind by the French. The owners of houses in which much property had been left, brought there from other houses, complained of the injustice of taking everything to the Faceted Palace in the Krémlin; others insisted that as the French had gathered things from different houses into this or that house, it would be unfair to allow its owner to keep all that was found there. They abused the police and bribed them, made out estimates at ten times their value for government stores that had perished in the fire, and demanded relief. And Count Rostopchín wrote proclamations."
Leo Tolstoy,"At the end of January Pierre went to Moscow and stayed in an annex of his house which had not been burned. He called on Count Rostopchín and on some acquaintances who were back in Moscow, and he intended to leave for Petersburg two days later. Everybody was celebrating the victory, everything was bubbling with life in the ruined but reviving city. Everyone was pleased to see Pierre, everyone wished to meet him, and everyone questioned him about what he had seen. Pierre felt particularly well disposed toward them all, but was now instinctively on his guard for fear of binding himself in any way. To all questions put to him—whether important or quite trifling—such as: Where would he live? Was he going to rebuild? When was he going to Petersburg and would he mind taking a parcel for someone?—he replied: “Yes, perhaps,” or, “I think so,” and so on."
Leo Tolstoy,"Princess Mary with a gentle smile looked now at Pierre and now at Natásha. In the whole narrative she saw only Pierre and his goodness. Natásha, leaning on her elbow, the expression of her face constantly changing with the narrative, watched Pierre with an attention that never wandered—evidently herself experiencing all that he described. Not only her look, but her exclamations and the brief questions she put, showed Pierre that she understood just what he wished to convey. It was clear that she understood not only what he said but also what he wished to, but could not, express in words. The account Pierre gave of the incident with the child and the woman for protecting whom he was arrested was this: “It was an awful sight—children abandoned, some in the flames... One was snatched out before my eyes... and there were women who had their things snatched off and their earrings torn out...” he flushed and grew confused. “Then a patrol arrived and all the men—all those who were not looting, that is—were arrested, and I among them.”"
Leo Tolstoy,"He told of his adventures as he had never yet recalled them. He now, as it were, saw a new meaning in all he had gone through. Now that he was telling it all to Natásha he experienced that pleasure which a man has when women listen to him—not clever women who when listening either try to remember what they hear to enrich their minds and when opportunity offers to retell it, or who wish to adopt it to some thought of their own and promptly contribute their own clever comments prepared in their little mental workshop—but the pleasure given by real women gifted with a capacity to select and absorb the very best a man shows of himself. Natásha without knowing it was all attention: she did not lose a word, no single quiver in Pierre’s voice, no look, no twitch of a muscle in his face, nor a single gesture. She caught the unfinished word in its flight and took it straight into her open heart, divining the secret meaning of all Pierre’s mental travail."
